climaticZone,planetSection,temperatureSecondHalfPlanetRotation,temperatureFirstHalfPlanetRotation,mineralDensity,geoZone,longitude,rockSize,waterStreamDistanceY,cover,magmaConcentrationDistance,waterStreamDistanceX,detectionDepth,mineralType,id
6,Hyrule,37.7,104.4,6327.46,1,342.68,0,8.18,0,VERY_CLOSE,93.71,21.39,4,1895
2,Hyrule,16.6,97.4,12461.4,7,160.0,3,38.48,4,VERY_CLOSE,305.7,21.83,4,1896
8,Mordor,28.4,113.7,3865.86,7,176.95,0,179.43,0,CLOSE,1883.53,33.47,7,1897
7,Mordor,29.2,-999.0,3662.61,2,133.45,2,3.01,3,VERY_CLOSE,515.05,31.06,1,1898
8,Tatoooine,35.8,113.4,4609.14,7,336.06,1,24.5,3,VERY_CLOSE,991.29,32.47,7,1899
7,Mordor,29.9,107.4,-999.0,7,218.16,1,22.06,3,CLOSE,1458.31,32.58,1,1900
4,Hyrule,35.3,97.6,11222.45,7,19.2,3,29.12,4,VERY_CLOSE,194.04,21.24,6,1901
7,Mordor,34.9,114.4,8140.36,7,260.08,1,20.27,3,CLOSE,1289.81,29.96,2,1902
8,Tatoooine,30.1,-999.0,2516.86,7,147.56,1,72.07,3,VERY_CLOSE,798.03,34.35,7,1903
2,Tatoooine,36.0,110.3,5618.08,7,299.97,1,-32.1,2,VERY_CLOSE,1385.8,25.3,3,1904
2,Hyrule,14.2,94.5,15751.43,7,157.79,3,99.0,4,VERY_CLOSE,547.99,22.61,3,1905
7,Mordor,39.5,106.3,10078.95,7,349.74,1,56.67,3,VERY_CLOSE,453.17,27.16,2,1906
8,Mordor,22.8,101.5,8078.59,7,112.63,1,12.37,3,MEDIUM,187.03,35.29,7,1907
7,Mordor,34.8,112.2,-999.0,2,260.4,0,67.54,0,CLOSE,1903.3,32.5,7,1908
4,Hyrule,34.6,95.9,-999.0,7,20.34,3,150.38,4,VERY_CLOSE,668.93,22.51,3,1909
4,Hyrule,38.5,102.6,13877.03,7,5.89,3,89.68,4,VERY_CLOSE,504.11,21.14,6,1910
7,Mordor,31.0,109.8,1917.55,7,136.17,1,19.5,3,VERY_CLOSE,532.06,31.3,1,1911
8,Tatoooine,36.2,110.1,5290.89,7,285.05,1,163.9,3,VERY_CLOSE,2323.54,35.49,1,1912
7,Mordor,30.9,105.2,7628.71,7,53.5,1,18.71,3,CLOSE,342.25,27.59,2,1913
8,Tatoooine,34.8,-999.0,8280.59,7,359.04,1,79.08,3,VERY_CLOSE,1951.17,33.86,7,1914
7,Tatoooine,32.3,115.9,-999.0,7,246.4,1,170.83,3,VERY_CLOSE,1786.5,31.14,1,1915
4,Tatoooine,21.8,108.3,10086.06,7,171.54,3,46.99,4,VERY_CLOSE,493.15,28.9,5,1916
2,Hyrule,21.9,96.5,9742.09,7,122.39,1,161.35,3,VERY_CLOSE,917.61,21.22,3,1917
6,Tatoooine,31.5,114.2,5454.45,1,212.14,0,0.0,0,VERY_CLOSE,0.0,25.91,6,1918
4,Hyrule,34.4,102.6,10121.81,7,21.59,3,131.19,4,VERY_CLOSE,1162.39,24.16,6,1919
8,Tatoooine,27.4,114.2,-999.0,7,201.78,1,46.01,3,VERY_CLOSE,1574.1,33.99,7,1920
2,Hyrule,40.3,110.5,11071.92,7,305.28,1,29.85,2,VERY_CLOSE,1199.78,23.63,4,1921
2,Tatoooine,30.0,104.0,3123.75,7,44.16,3,3.08,4,VERY_CLOSE,95.94,24.19,6,1922
7,Tatoooine,28.1,111.3,4120.46,7,159.32,1,-2.08,3,CLOSE,2362.4,31.26,2,1923
2,Hyrule,27.2,103.0,-999.0,7,191.11,1,1.97,1,VERY_CLOSE,292.47,24.32,6,1924
2,Hyrule,17.2,97.4,12108.55,7,152.41,3,34.48,4,CLOSE,300.44,22.57,4,1925
7,Tatoooine,29.4,104.7,8025.39,7,42.53,1,69.44,3,VERY_CLOSE,1176.0,26.31,5,1926
8,Tatoooine,28.5,98.8,6363.68,7,74.32,1,7.82,3,CLOSE,410.19,32.69,1,1927
4,Hyrule,23.7,104.4,7198.34,7,140.56,3,11.35,4,VERY_CLOSE,93.9,23.97,4,1928
2,Tatoooine,16.5,95.1,11963.47,7,147.34,3,8.81,4,VERY_CLOSE,96.89,23.88,6,1929
2,Hyrule,29.4,113.6,13795.39,7,229.73,1,0.0,3,VERY_CLOSE,0.0,22.99,4,1930
4,Hyrule,28.2,114.1,-999.0,7,189.64,3,7.81,4,VERY_CLOSE,192.6,22.37,4,1931
7,Mordor,29.0,101.7,5926.57,7,64.0,1,96.37,3,VERY_FAR,726.88,28.97,1,1932
7,Mordor,27.3,111.3,4157.81,2,128.11,2,6.06,3,CLOSE,1007.64,30.53,1,1933
7,Tatoooine,30.8,105.2,1676.53,7,45.58,1,46.24,3,VERY_CLOSE,2031.34,31.8,7,1934
7,Mordor,28.9,98.3,6364.42,7,70.59,1,21.29,3,FAR,1937.63,28.81,1,1935
4,Mordor,29.4,109.9,-999.0,7,65.38,1,37.08,1,VERY_FAR,937.97,29.07,2,1936
7,Mordor,32.9,109.5,3140.44,7,313.62,1,105.3,3,CLOSE,1258.58,29.34,2,1937
8,Tatoooine,36.5,105.7,7564.5,7,300.69,1,227.3,3,MEDIUM,2871.43,35.6,7,1938
4,Tatoooine,37.4,-999.0,8335.41,7,2.02,3,47.34,4,VERY_CLOSE,673.79,28.96,5,1939
2,Hyrule,35.1,110.1,4195.45,7,311.95,1,143.47,1,VERY_CLOSE,1324.04,23.98,4,1940
2,Tatoooine,26.5,108.6,13579.41,7,205.56,3,151.12,4,VERY_CLOSE,1219.1,25.76,3,1941
8,Mordor,34.3,106.6,8942.27,7,13.02,1,13.53,3,MEDIUM,138.6,32.65,7,1942
5,Hyrule,36.5,102.6,8531.5,1,7.14,0,0.0,0,VERY_CLOSE,0.0,20.53,4,1943
7,Tatoooine,22.4,94.9,10959.24,7,90.82,1,165.0,3,VERY_CLOSE,1103.28,27.72,5,1944
7,Tatoooine,38.0,114.0,7615.0,7,296.64,1,4.19,3,VERY_CLOSE,99.44,28.14,5,1945
4,Tatoooine,37.7,110.3,8854.39,7,328.61,3,86.4,4,CLOSE,1145.54,28.64,1,1946
4,Hyrule,29.1,93.4,13595.5,7,45.65,3,54.26,4,VERY_CLOSE,455.26,21.1,6,1947
8,Tatoooine,36.8,103.4,9600.12,7,9.91,1,375.37,3,MEDIUM,2724.48,39.75,7,1948
2,Tatoooine,30.6,107.6,12843.15,7,236.5,3,94.48,4,CLOSE,742.81,26.82,2,1949
7,Mordor,31.8,104.8,10352.09,7,27.33,1,14.11,3,VERY_CLOSE,141.44,24.55,2,1950
7,Tatoooine,27.3,105.1,4242.41,7,140.76,1,13.83,3,CLOSE,224.02,27.94,5,1951
7,Tatoooine,25.6,106.8,6895.81,7,117.95,1,-7.21,3,CLOSE,976.65,27.45,5,1952
2,Hyrule,30.6,114.0,8614.16,7,235.29,3,0.0,4,VERY_CLOSE,0.0,21.26,4,1953
2,Hyrule,12.5,98.9,16352.67,7,161.38,3,129.59,4,VERY_CLOSE,751.79,22.68,3,1954
4,Mordor,27.0,112.2,4724.23,7,157.99,1,15.77,1,VERY_FAR,869.63,29.4,2,1955
7,Tatoooine,25.0,98.8,7009.47,7,119.51,1,0.0,3,VERY_CLOSE,0.0,26.99,5,1956
2,Hyrule,29.2,107.5,-999.0,7,162.23,1,3.92,1,VERY_CLOSE,98.52,25.4,4,1957
2,Hyrule,17.9,98.9,11789.01,7,144.91,1,169.26,1,VERY_CLOSE,955.52,23.48,3,1958
7,Mordor,29.6,103.7,3306.43,2,100.47,0,0.0,0,CLOSE,275.21,30.41,5,1959
8,Mordor,31.7,108.1,2418.38,7,99.79,1,17.15,3,CLOSE,766.21,33.73,7,1960
2,Hyrule,19.4,97.0,10525.44,7,152.79,3,73.59,4,VERY_CLOSE,484.2,22.03,4,1961
4,Tatoooine,31.2,103.2,3919.95,7,71.47,3,3.03,4,VERY_CLOSE,95.36,23.48,6,1962
8,Tatoooine,19.1,104.1,-999.0,7,179.98,1,0.0,3,VERY_CLOSE,1097.17,31.96,7,1963
2,Hyrule,33.2,106.9,7792.78,7,12.89,3,1.93,4,VERY_CLOSE,97.51,22.65,3,1964
2,Hyrule,42.9,110.3,14884.23,7,285.23,1,-50.02,3,VERY_CLOSE,1658.18,23.08,3,1965
2,Hyrule,13.1,94.3,-999.0,7,167.51,1,52.38,1,VERY_CLOSE,944.88,23.03,4,1966
2,Hyrule,14.4,94.6,-999.0,7,158.08,1,148.41,3,VERY_CLOSE,1481.99,21.18,3,1967
7,Mordor,31.1,108.6,-999.0,7,53.52,1,76.39,3,CLOSE,1644.65,33.17,2,1968
7,Mordor,30.0,101.8,4551.28,7,56.55,1,76.63,3,CLOSE,1168.61,29.41,2,1969
7,Tatoooine,33.3,115.4,6941.84,7,230.48,1,38.98,3,VERY_CLOSE,1495.69,33.01,1,1970
2,Hyrule,20.8,89.8,-999.0,7,93.43,3,-2.0,4,VERY_CLOSE,95.68,22.61,4,1971
7,Tatoooine,27.2,99.7,-999.0,7,84.09,1,113.75,3,CLOSE,951.06,32.62,7,1972
6,Hyrule,29.7,108.4,-999.0,1,163.41,0,0.0,0,VERY_CLOSE,0.0,19.92,4,1973
7,Mordor,35.9,107.4,6672.31,2,363.97,0,7.22,0,CLOSE,205.36,29.43,1,1974
7,Tatoooine,27.4,103.8,5875.14,1,74.21,0,0.0,0,CLOSE,0.0,30.22,1,1975
2,Hyrule,30.9,95.5,10963.16,7,36.48,3,75.62,4,VERY_CLOSE,711.14,18.42,6,1976
7,Tatoooine,28.2,105.7,6503.24,7,78.42,1,4.06,3,MEDIUM,481.26,30.25,2,1977
8,Tatoooine,29.3,104.4,-999.0,7,136.07,1,39.33,3,CLOSE,1220.03,32.09,7,1978
2,Hyrule,22.7,108.8,12175.55,7,190.7,3,9.53,4,VERY_CLOSE,96.01,21.22,4,1979
7,Tatoooine,32.0,107.0,1921.8,2,121.72,0,0.0,0,MEDIUM,0.0,30.27,1,1980
4,Hyrule,34.7,113.2,6362.49,7,343.04,3,17.21,4,VERY_CLOSE,201.97,22.57,3,1981
4,Tatoooine,26.2,95.7,10890.97,7,62.55,3,86.91,4,VERY_CLOSE,680.43,25.12,6,1982
8,Tatoooine,26.8,101.4,5318.47,7,153.55,1,25.19,3,CLOSE,804.7,34.28,7,1983
2,Hyrule,28.7,102.4,7488.19,7,64.04,1,227.1,1,VERY_CLOSE,1485.63,25.12,3,1984
7,Tatoooine,28.3,104.5,6483.14,7,205.54,1,18.05,3,VERY_CLOSE,860.29,29.96,2,1985
7,Mordor,37.9,101.0,11185.91,7,8.14,1,43.38,3,VERY_FAR,275.67,26.71,1,1986
7,Tatoooine,24.0,106.2,7356.19,7,102.68,1,236.94,3,CLOSE,1965.47,31.67,1,1987
8,Mordor,33.9,107.2,5758.85,7,333.13,1,21.76,3,VERY_CLOSE,477.73,31.14,1,1988
2,Hyrule,27.1,101.6,9087.92,7,72.19,3,12.56,4,VERY_CLOSE,99.88,18.48,6,1989
7,Tatoooine,34.7,102.9,12475.77,7,9.08,1,46.57,3,VERY_CLOSE,339.57,26.54,6,1990
7,Tatoooine,36.5,111.7,7325.8,7,355.77,1,8.97,3,CLOSE,315.93,28.22,5,1991
7,Mordor,26.4,107.4,-999.0,7,156.9,1,9.89,3,FAR,218.82,27.05,1,1992
4,Tatoooine,35.7,104.5,10956.14,7,1.02,3,120.21,4,VERY_CLOSE,847.69,25.17,6,1993
7,Tatoooine,40.4,102.7,12061.21,7,359.39,1,52.01,3,VERY_CLOSE,467.75,29.96,1,1994
4,Hyrule,17.3,93.1,13286.03,7,102.5,3,7.83,4,VERY_CLOSE,287.33,21.01,6,1995
7,Tatoooine,24.1,101.1,6917.75,7,145.0,1,63.38,3,VERY_CLOSE,729.18,29.36,5,1996
4,Hyrule,14.3,91.7,14214.41,7,133.94,3,39.86,4,VERY_CLOSE,270.97,20.51,4,1997
8,Tatoooine,32.5,116.7,6465.54,7,248.45,1,77.18,3,VERY_CLOSE,3129.58,35.22,7,1998
4,Hyrule,24.4,100.1,6447.14,7,118.06,3,79.4,4,VERY_CLOSE,667.7,23.7,6,1999
4,Tatoooine,24.2,94.3,12687.13,7,67.46,3,72.75,4,VERY_CLOSE,597.65,26.11,3,2000
7,Mordor,30.0,106.4,5193.14,2,198.1,2,-0.96,3,VERY_CLOSE,195.07,30.67,1,2001
4,Tatoooine,30.2,108.7,3901.85,7,155.89,3,1.03,4,VERY_CLOSE,199.93,26.11,5,2002
7,Tatoooine,31.7,-999.0,2505.23,7,304.64,1,38.27,3,VERY_CLOSE,2328.92,31.95,7,2003
4,Tatoooine,36.6,104.7,11000.6,7,9.99,3,33.79,4,CLOSE,350.86,26.64,6,2004
2,Hyrule,23.9,111.8,13217.62,7,205.71,3,92.74,4,VERY_CLOSE,564.01,22.62,4,2005
4,Hyrule,35.3,100.8,8901.39,7,360.79,3,31.82,4,VERY_CLOSE,552.62,24.66,6,2006
4,Hyrule,31.6,106.6,3947.95,7,39.34,3,0.0,4,VERY_CLOSE,0.0,23.37,4,2007
7,Tatoooine,28.1,100.1,6405.39,7,89.92,1,101.93,3,CLOSE,2240.62,28.87,2,2008
7,Tatoooine,30.7,104.6,2877.1,7,58.72,1,40.74,3,CLOSE,1932.82,32.35,7,2009
2,Hyrule,16.1,102.1,-999.0,7,168.57,3,86.41,4,VERY_CLOSE,864.6,24.36,3,2010
2,Hyrule,24.1,97.1,12176.73,7,72.42,3,152.82,4,VERY_CLOSE,1811.92,20.26,3,2011
8,Tatoooine,25.7,109.1,-999.0,7,176.86,1,-8.35,3,VERY_CLOSE,99.32,34.24,7,2012
2,Hyrule,22.7,103.7,8288.54,7,154.31,1,23.19,2,VERY_CLOSE,1541.49,23.81,4,2013
4,Tatoooine,33.2,99.2,-999.0,7,15.93,3,12.24,4,VERY_CLOSE,280.43,25.95,6,2014
4,Hyrule,39.9,99.6,12443.46,7,338.07,3,19.99,4,VERY_CLOSE,136.87,24.18,6,2015
2,Tatoooine,25.4,102.4,-999.0,7,127.77,3,-17.31,4,VERY_CLOSE,1280.84,27.43,6,2016
4,Tatoooine,19.2,96.7,11667.28,7,157.92,3,23.56,4,CLOSE,304.9,26.62,5,2017
7,Tatoooine,36.0,101.1,11333.71,7,364.68,1,75.76,3,VERY_CLOSE,1873.14,29.22,1,2018
4,Tatoooine,30.6,106.4,3808.25,7,114.84,3,27.86,4,VERY_CLOSE,971.33,26.66,5,2019
8,Tatoooine,22.3,-999.0,8464.01,7,122.9,1,38.54,3,CLOSE,1047.87,34.16,7,2020
4,Mordor,26.3,-999.0,5454.47,7,108.91,1,33.04,1,VERY_CLOSE,816.31,26.96,2,2021
8,Tatoooine,22.7,102.9,-999.0,7,201.49,1,144.24,3,VERY_CLOSE,788.78,31.53,7,2022
7,Mordor,26.8,106.4,6397.62,7,129.46,1,1.92,3,VERY_FAR,489.29,26.35,2,2023
4,Hyrule,22.8,95.6,9288.59,7,117.69,3,108.43,4,CLOSE,1405.86,25.69,6,2024
2,Tatoooine,40.4,113.3,12940.66,7,274.62,3,81.73,4,VERY_CLOSE,585.55,28.13,3,2025
4,Hyrule,25.0,88.3,12548.07,7,63.15,3,13.5,4,VERY_CLOSE,96.68,23.4,6,2026
7,Mordor,35.2,102.2,7957.84,2,11.96,2,71.64,3,MEDIUM,957.38,30.06,1,2027
2,Tatoooine,23.7,110.8,10618.94,7,193.31,3,274.28,4,CLOSE,2245.24,28.28,7,2028
2,Hyrule,30.0,109.5,9471.16,7,232.48,1,24.6,2,VERY_CLOSE,1281.26,22.78,4,2029
2,Hyrule,11.1,96.6,20540.95,7,182.32,3,57.17,4,VERY_CLOSE,1187.62,23.24,4,2030
8,Tatoooine,26.1,94.5,8697.65,7,83.03,1,71.27,3,CLOSE,1736.47,35.44,7,2031
7,Tatoooine,36.2,115.6,6003.12,7,309.34,1,79.37,3,VERY_CLOSE,1815.19,28.42,2,2032
2,Hyrule,28.1,110.0,5467.21,7,177.43,1,189.73,1,CLOSE,1470.8,23.75,4,2033
7,Tatoooine,26.9,108.2,5335.44,7,122.74,1,0.0,3,VERY_CLOSE,0.0,26.46,1,2034
7,Mordor,31.0,109.5,3607.82,2,72.56,0,0.0,0,CLOSE,217.86,30.1,5,2035
8,Tatoooine,33.5,100.1,7878.92,7,25.0,1,30.89,3,VERY_CLOSE,288.92,33.76,7,2036
7,Mordor,23.9,-999.0,6789.91,7,144.61,1,20.63,3,CLOSE,998.6,29.69,2,2037
4,Hyrule,31.0,97.4,9333.87,7,44.46,3,40.43,4,VERY_CLOSE,480.73,23.69,6,2038
8,Tatoooine,30.0,102.9,9431.58,7,46.22,1,159.41,3,MEDIUM,1644.33,34.4,7,2039
4,Tatoooine,41.3,114.3,12862.83,7,300.43,3,57.67,4,CLOSE,968.83,29.2,5,2040
2,Hyrule,18.8,88.5,13075.35,7,96.32,1,43.33,3,VERY_CLOSE,360.58,19.42,6,2041
7,Tatoooine,26.8,97.7,7364.49,7,79.2,1,47.79,3,MEDIUM,846.06,29.65,1,2042
7,Mordor,22.3,103.8,9957.25,7,158.94,1,97.01,3,VERY_CLOSE,761.51,27.18,5,2043
7,Tatoooine,35.7,112.8,5907.44,2,323.69,0,0.0,0,VERY_CLOSE,0.0,25.9,5,2044
6,Hyrule,34.1,101.6,5334.06,1,8.13,0,0.0,0,VERY_CLOSE,0.0,22.42,4,2045
2,Hyrule,24.7,-999.0,-999.0,7,152.73,1,126.16,2,VERY_CLOSE,1784.84,23.37,4,2046
2,Tatoooine,26.2,109.6,-999.0,7,208.93,3,89.55,4,CLOSE,682.84,26.31,3,2047
8,Tatoooine,29.0,103.5,-999.0,7,48.49,1,129.39,3,MEDIUM,1264.62,34.24,7,2048
2,Hyrule,32.1,92.5,13400.56,7,29.94,3,108.53,4,VERY_CLOSE,1864.53,21.05,3,2049
7,Tatoooine,30.6,-999.0,-999.0,7,133.73,1,41.14,3,MEDIUM,641.26,29.62,2,2050
5,Hyrule,26.5,111.2,7657.69,1,191.49,0,0.0,0,VERY_CLOSE,0.0,22.12,4,2051
7,Tatoooine,22.1,103.7,8704.71,7,110.24,1,58.85,3,VERY_CLOSE,384.04,28.02,5,2052
7,Tatoooine,29.0,-999.0,5845.96,2,86.45,0,4.81,0,CLOSE,100.97,30.88,7,2053
4,Hyrule,29.3,100.2,9443.85,7,46.14,3,14.76,4,VERY_CLOSE,133.16,21.45,6,2054
7,Tatoooine,33.5,111.2,6348.66,7,234.29,1,148.89,3,CLOSE,3729.13,31.55,7,2055
2,Hyrule,24.4,94.1,-999.0,7,66.27,3,248.7,4,VERY_CLOSE,1196.99,20.04,6,2056
4,Tatoooine,28.5,107.9,11902.49,7,218.27,3,135.95,4,CLOSE,1466.7,28.15,2,2057
8,Tatoooine,27.5,103.1,-999.0,7,81.4,1,127.9,3,CLOSE,1387.98,33.39,7,2058
2,Hyrule,21.8,108.1,13256.76,7,192.05,1,26.03,3,VERY_CLOSE,288.69,21.39,3,2059
7,Tatoooine,28.5,104.2,7851.88,7,203.48,1,193.52,3,CLOSE,2937.49,31.21,2,2060
7,Mordor,30.9,109.2,1935.49,2,91.11,0,0.0,0,CLOSE,319.06,31.6,2,2061
2,Hyrule,36.0,117.4,-999.0,7,254.17,3,138.54,4,VERY_CLOSE,990.85,21.81,4,2062
4,Hyrule,42.2,104.0,-999.0,7,332.3,3,88.61,4,VERY_CLOSE,609.28,21.96,3,2063
7,Tatoooine,34.3,100.4,8428.05,7,7.09,1,221.75,3,VERY_CLOSE,1666.65,31.12,2,2064
8,Tatoooine,35.7,103.1,-999.0,7,354.73,1,62.7,3,VERY_CLOSE,1555.92,32.73,7,2065
4,Tatoooine,19.6,94.6,-999.0,7,135.65,3,0.0,4,CLOSE,0.0,28.88,2,2066
4,Hyrule,31.6,105.0,4742.61,7,32.03,3,0.96,4,VERY_CLOSE,222.77,22.69,6,2067
2,Hyrule,12.6,95.9,15636.59,7,149.59,3,157.5,4,VERY_CLOSE,1090.23,20.24,3,2068
2,Tatoooine,25.7,103.5,-999.0,7,143.07,3,5.88,4,VERY_CLOSE,100.85,27.15,5,2069
7,Mordor,22.3,101.3,-999.0,7,150.57,1,-7.7,3,CLOSE,379.31,30.15,2,2070
2,Hyrule,15.8,93.2,14750.27,7,168.92,1,62.6,1,VERY_CLOSE,1029.79,24.24,4,2071
8,Tatoooine,38.2,104.8,-999.0,7,318.77,1,52.55,3,CLOSE,805.46,31.66,1,2072
7,Mordor,33.1,112.8,-999.0,2,233.25,0,32.17,0,VERY_CLOSE,727.66,29.5,1,2073
2,Hyrule,23.4,99.5,6940.52,7,140.39,1,7.84,1,VERY_CLOSE,134.44,22.78,3,2074
4,Tatoooine,30.2,102.0,6347.48,7,55.68,3,75.4,4,CLOSE,2050.83,27.27,1,2075
7,Tatoooine,22.4,102.6,8497.61,1,106.18,0,0.0,0,VERY_CLOSE,0.0,26.53,6,2076
4,Tatoooine,28.9,94.2,9686.45,7,54.69,3,12.56,4,VERY_CLOSE,279.95,25.08,6,2077
2,Tatoooine,32.9,116.5,9194.67,7,244.7,1,19.8,2,VERY_CLOSE,229.97,24.07,6,2078
4,Tatoooine,28.6,108.2,-999.0,7,58.43,3,0.0,4,VERY_CLOSE,0.0,25.9,6,2079
5,Hyrule,23.3,104.9,8151.82,1,102.52,0,0.0,0,VERY_CLOSE,0.0,23.81,4,2080
7,Mordor,21.2,103.9,10285.54,7,165.46,1,102.67,3,VERY_CLOSE,922.63,27.24,5,2081
7,Mordor,13.9,89.8,14779.27,7,116.64,1,-49.98,3,CLOSE,402.47,28.8,5,2082
4,Tatoooine,37.5,106.1,-999.0,7,365.6,3,89.52,4,CLOSE,974.93,28.6,6,2083
7,Mordor,23.5,102.7,9324.96,7,86.11,1,17.88,3,CLOSE,608.31,30.99,1,2084
4,Tatoooine,38.4,109.0,9417.61,7,285.61,3,59.28,4,CLOSE,535.83,28.27,5,2085
7,Mordor,33.9,110.6,4622.4,2,12.86,2,-6.1,3,VERY_CLOSE,136.98,33.2,1,2086
8,Tatoooine,32.3,103.7,4571.96,7,10.9,1,37.11,3,CLOSE,1146.87,34.16,7,2087
6,Tatoooine,27.1,-999.0,5178.66,1,129.76,0,43.61,0,CLOSE,1588.82,25.87,5,2088
4,Hyrule,34.4,100.6,-999.0,7,13.24,3,76.77,4,VERY_CLOSE,738.25,23.15,6,2089
6,Tatoooine,32.3,116.7,6351.28,1,234.75,0,0.0,0,VERY_CLOSE,0.0,24.42,6,2090
8,Mordor,27.5,110.4,4692.94,7,172.38,1,-0.96,3,MEDIUM,102.33,35.16,7,2091
4,Hyrule,38.3,105.3,-999.0,7,338.73,3,189.31,4,VERY_CLOSE,995.67,22.19,3,2092
4,Hyrule,29.6,107.0,3284.67,7,57.32,3,0.0,4,VERY_CLOSE,0.0,24.03,4,2093
2,Hyrule,20.6,100.9,10929.4,7,165.79,3,74.4,4,VERY_CLOSE,563.46,24.75,3,2094
2,Hyrule,30.5,108.8,5461.26,7,57.92,1,79.72,1,VERY_CLOSE,1539.39,24.11,6,2095
7,Tatoooine,33.1,104.0,-999.0,7,39.24,1,101.16,3,CLOSE,1987.01,33.53,7,2096
6,Hyrule,39.4,115.6,-999.0,1,300.73,0,0.0,0,VERY_CLOSE,0.0,20.96,3,2097
4,Hyrule,29.2,99.1,7987.47,7,53.21,3,0.0,4,VERY_CLOSE,99.45,23.78,6,2098
4,Hyrule,27.6,98.1,8462.96,7,69.77,3,20.56,4,VERY_CLOSE,640.58,24.74,6,2099
7,Tatoooine,34.8,-999.0,8323.76,7,254.62,1,48.11,3,VERY_CLOSE,622.4,34.06,1,2100
2,Tatoooine,37.9,106.9,14423.75,7,266.87,3,60.45,4,VERY_CLOSE,302.61,26.62,3,2101
2,Hyrule,21.4,96.5,9698.85,7,132.24,3,56.76,4,VERY_CLOSE,829.01,23.59,6,2102
8,Mordor,21.0,99.3,11327.28,7,102.14,1,42.86,3,MEDIUM,277.38,32.88,7,2103
4,Hyrule,30.1,101.3,9876.72,7,50.44,3,35.41,4,VERY_CLOSE,575.37,24.24,6,2104
7,Mordor,33.4,111.6,6642.98,7,261.66,1,94.71,3,CLOSE,1567.84,30.72,2,2105
5,Hyrule,25.4,101.5,9862.93,1,72.0,0,0.0,0,VERY_CLOSE,0.0,21.44,4,2106
7,Tatoooine,31.0,106.8,6790.45,7,33.4,1,50.32,3,CLOSE,1328.95,30.55,1,2107
2,Tatoooine,31.7,106.1,6769.42,7,219.93,3,160.29,4,VERY_CLOSE,1451.44,24.45,3,2108
7,Tatoooine,29.7,109.2,3729.76,2,95.51,0,0.0,0,CLOSE,0.0,34.26,7,2109
7,Mordor,17.3,91.5,11244.7,7,123.05,1,47.68,3,CLOSE,873.93,28.88,2,2110
7,Mordor,32.1,104.1,2409.04,2,238.58,0,0.95,0,CLOSE,100.04,29.2,5,2111
4,Tatoooine,23.9,106.8,7302.77,7,166.5,3,33.33,4,VERY_CLOSE,396.95,26.75,2,2112
7,Tatoooine,25.4,103.1,7432.97,7,88.42,1,21.59,3,VERY_CLOSE,473.22,27.4,5,2113
8,Tatoooine,25.4,101.4,-999.0,7,129.4,1,28.65,3,CLOSE,838.64,34.04,7,2114
7,Mordor,37.4,-999.0,7917.1,7,292.48,1,83.62,3,CLOSE,1496.69,30.65,2,2115
4,Hyrule,26.1,97.1,7037.17,7,101.11,3,85.0,4,VERY_CLOSE,699.27,24.74,6,2116
7,Tatoooine,27.1,107.9,5156.18,7,173.82,1,101.27,3,CLOSE,1936.64,31.83,1,2117
7,Mordor,29.5,107.2,3528.25,2,149.68,2,2.92,3,VERY_CLOSE,298.88,31.99,1,2118
7,Tatoooine,29.6,105.8,6052.3,7,194.72,1,76.83,3,VERY_CLOSE,1512.28,31.45,1,2119
7,Mordor,34.8,114.0,5078.88,7,346.8,1,21.46,3,CLOSE,676.94,28.72,1,2120
4,Tatoooine,28.6,97.0,-999.0,7,73.41,3,33.21,4,VERY_CLOSE,764.22,25.52,2,2121
6,Hyrule,32.5,-999.0,4832.95,1,16.67,0,0.0,0,VERY_CLOSE,0.0,23.13,4,2122
4,Hyrule,23.4,104.1,-999.0,7,96.65,3,42.09,4,VERY_CLOSE,307.64,21.44,6,2123
7,Mordor,33.5,111.8,-999.0,7,24.52,1,16.44,3,VERY_FAR,371.18,30.8,2,2124
2,Hyrule,21.5,92.7,-999.0,7,78.37,1,49.6,3,VERY_CLOSE,284.79,20.73,3,2125
8,Mordor,28.1,110.5,3091.27,7,169.09,1,0.0,3,MEDIUM,0.0,32.42,7,2126
7,Tatoooine,24.4,100.6,-999.0,7,89.79,1,127.76,3,CLOSE,2408.0,31.23,1,2127
7,Mordor,29.1,103.8,4469.65,7,130.33,1,37.45,3,VERY_CLOSE,1028.72,30.53,2,2128
7,Tatoooine,28.1,105.4,-999.0,7,80.25,1,97.91,3,CLOSE,1630.58,26.73,5,2129
7,Tatoooine,34.5,111.0,2922.93,7,309.76,1,121.41,3,VERY_CLOSE,1955.96,32.56,7,2130
2,Hyrule,29.4,102.1,4863.4,7,99.63,1,0.0,2,VERY_CLOSE,0.0,23.89,4,2131
7,Mordor,23.3,100.9,8254.72,7,148.73,1,9.55,3,CLOSE,211.34,30.76,1,2132
4,Hyrule,39.1,104.3,7988.49,7,331.3,3,69.45,4,VERY_CLOSE,692.62,25.25,6,2133
4,Hyrule,27.6,92.5,13138.38,7,51.58,3,163.84,4,VERY_CLOSE,1097.26,21.95,3,2134
7,Tatoooine,26.3,103.0,-999.0,2,161.78,0,0.0,0,VERY_CLOSE,0.0,31.04,1,2135
6,Tatoooine,31.1,111.1,-999.0,1,187.24,0,0.0,0,CLOSE,0.0,28.63,5,2136
